date,day_of_week,ingredient,unit,opening_stock,received_qty,usage_qty,wastage_qty,closing_stock,par_level,reorder_point,low_stock_alert,expiry_risk_flag,daily_ingredient_cost_aed 
2024-12-25,Wednesday,Eggs,pcs,288.93,0,215.86,8.8,64.27,360,100,1,0,172.69
2024-12-25,Wednesday,Milk,litres,40.54,0,21.38,0.67,18.49,40,12,0,0,128.28
2024-12-25,Wednesday,Espresso Beans (Lavazza),kg,5.28,0,2.47,0.05,2.76,5,1.5,0,0,234.65
2024-12-25,Wednesday,Mozzarella Cheese,kg,4.97,0,3.35,0.0,1.62,6,2,1,0,150.75
2024-12-25,Wednesday,Feta Cheese,kg,2.13,0,0.94,0.0,1.19,2,0.5,0,0,35.72
2024-12-25,Wednesday,Parmigiano,kg,1.52,0,0.71,0.02,0.79,1.5,0.4,0,0,39.05
2024-12-25,Wednesday,Avocado,pcs,52.46,0,29.78,0.05,22.63,50,15,0,0,119.12
2024-12-25,Wednesday,Brioche Buns,pcs,119.24,0,86.7,1.44,31.1,120,40,1,0,216.75
2024-12-25,Wednesday,Sourdough Bread,loaves,15.35,0,9.91,0.1,5.34,18,5,0,0,118.92
2024-12-25,Wednesday,Croissant,pcs,26.69,0,19.71,0.51,6.47,35,10,1,0,78.84
2024-12-25,Wednesday,French Fries (frozen),kg,24.74,0,15.49,0.24,9.01,28,8,0,0,139.41
2024-12-25,Wednesday,Sweet Corn,kg,3.08,0,1.69,0.04,1.35,4,1,0,0,11.83
2024-12-25,Wednesday,Green Peas,kg,1.55,0,0.58,0.01,0.96,1.5,0.4,0,0,4.64
2024-12-25,Wednesday,Lemon Juice,ml,2101.18,0,1165.02,41.0,895.16,2000,500,0,0,23.3
2024-12-25,Wednesday,Olive Oil,litres,1.3,0,0.69,0.0,0.61,1.5,0.4,0,0,24.15
2024-12-25,Wednesday,White Sugar,kg,3.11,0,1.24,0.02,1.85,3,0.8,0,0,4.96
2024-12-25,Wednesday,Strawberries,kg,6.68,0,4.35,0.09,2.24,7,2,0,0,95.7
2024-12-25,Wednesday,Banana,kg,9.92,0,5.43,0.07,4.42,10,3,0,0,43.44
2024-12-25,Wednesday,Acai (frozen),kg,6.17,0,4.42,0.17,1.58,8,2.5,1,0,287.3
2024-12-25,Wednesday,Granola,kg,2.69,0,1.24,0.03,1.42,3,0.8,0,0,22.32
2024-12-25,Wednesday,Chia Seeds,kg,0.94,0,0.42,0.01,0.51,1,0.2,0,0,12.6
2024-12-25,Wednesday,Nutella,kg,3.66,0,1.85,0.01,1.8,4,1,0,0,51.8
2024-12-25,Wednesday,Maple Syrup,litres,2.0,0,1.0,0.02,0.98,2,0.5,0,0,42.0
2024-12-25,Wednesday,Hashbrown (frozen),pcs,105.81,0,80.0,0.8,25.01,120,40,1,0,120.0
2024-12-25,Wednesday,Bacon Strips,pcs,77.44,0,45.85,0.94,30.65,80,25,0,0,137.55
2024-12-25,Wednesday,Chicken Sausage,pcs,53.52,0,24.0,1.15,28.37,50,15,0,0,96.0
2024-12-25,Wednesday,Chicken Hotdog,pcs,13.44,0,5.25,0.16,8.03,15,5,0,0,26.25
2024-12-25,Wednesday,Beef Hotdog,pcs,16.22,0,10.33,0.48,5.41,20,6,1,0,61.98
2024-12-25,Wednesday,Mushrooms,kg,3.7,0,1.9,0.09,1.71,4,1,0,0,34.2
2024-12-25,Wednesday,Carrot,pcs,6.75,0,2.64,0.01,4.1,8,3,0,0,2.64
2024-12-25,Wednesday,Capsicum,kg,3.77,0,2.8,0.0,0.97,5,1.5,1,0,28.0
2024-12-25,Wednesday,Spinach,kg,2.54,0,1.11,0.03,1.4,3,0.8,0,0,13.32
2024-12-25,Wednesday,Tortilla Wraps,pcs,56.9,0,39.61,0.86,16.43,70,20,1,0,47.53
2024-12-25,Wednesday,Pasta (various),kg,10.36,0,4.7,0.19,5.47,10,3,0,0,37.6
2024-12-25,Wednesday,Sriracha Sauce,litres,0.84,0,0.48,0.02,0.34,1,0.3,0,0,12.0
2024-12-25,Wednesday,BBQ Sauce,litres,0.82,0,0.34,0.01,0.47,1,0.2,0,0,6.12
2024-12-25,Wednesday,Chocolate (cooking),kg,2.16,0,1.12,0.02,1.02,2,0.5,0,0,35.84
2024-12-25,Wednesday,Coconut Flakes,kg,1.01,0,0.51,0.01,0.49,1,0.3,0,0,10.2
2024-12-25,Wednesday,Peanut Butter,kg,1.5,0,0.82,0.02,0.66,1.5,0.4,0,0,14.76
2024-12-25,Wednesday,Gloves (box),boxes,2.87,0,0.2,0.0,2.67,3,1,0,0,4.4
2024-12-26,Thursday,Chicken Breast,kg,26.3,39.2,12.52,0.07,52.91,25,10,0,0,350.56
2024-12-26,Thursday,Beef Patty (Wagyu),pcs,88.94,164.5,68.85,0.72,183.87,100,30,0,0,1239.3
2024-12-26,Thursday,Ribeye Steak,portions,13.94,24.5,7.7,0.15,30.59,15,5,0,0,423.5
2024-12-26,Thursday,Beef Brisket,kg,7.8,12.25,3.97,0.03,16.05,8,3,0,0,178.65
2024-12-26,Thursday,Salmon Fillet,portions,16.1,28.0,8.46,0.23,35.41,18,6,0,0,296.1
2024-12-26,Thursday,Prawn (Sriracha),portions,12.64,17.5,6.95,0.09,23.1,12,4,0,0,152.9
2024-12-26,Thursday,Eggs,pcs,307.48,630.0,258.07,7.17,672.24,360,100,0,0,206.46
2024-12-26,Thursday,Milk,litres,40.39,63.0,20.38,0.39,82.62,40,12,0,0,122.28
2024-12-26,Thursday,Espresso Beans (Lavazza),kg,4.85,6.3,2.6,0.11,8.44,5,1.5,0,0,247.0
2024-12-26,Thursday,Mozzarella Cheese,kg,5.1,8.75,3.24,0.03,10.58,6,2,0,0,145.8
2024-12-26,Thursday,Feta Cheese,kg,1.63,2.8,0.98,0.04,3.41,2,0.5,0,0,37.24
2024-12-26,Thursday,Parmigiano,kg,1.37,1.75,0.57,0.02,2.53,1.5,0.4,0,0,31.35
2024-12-26,Thursday,Avocado,pcs,53.56,77.0,31.25,0.26,99.05,50,15,0,1,125.0
2024-12-26,Thursday,Brioche Buns,pcs,126.76,210.0,80.2,3.74,252.82,120,40,0,0,200.5
2024-12-26,Thursday,Sourdough Bread,loaves,16.41,28.0,9.99,0.34,34.08,18,5,0,0,119.88
2024-12-26,Thursday,Croissant,pcs,33.91,52.5,15.87,0.6,69.94,35,10,0,1,63.48
2024-12-26,Thursday,French Fries (frozen),kg,30.38,42.0,13.67,0.37,58.34,28,8,0,0,123.03
2024-12-26,Thursday,Sweet Corn,kg,3.57,5.6,2.24,0.01,6.92,4,1,0,0,15.68
2024-12-26,Thursday,Green Peas,kg,1.13,1.75,0.67,0.02,2.19,1.5,0.4,0,0,5.36
2024-12-26,Thursday,Lemon Juice,ml,1803.97,2800.0,897.17,4.57,3702.23,2000,500,0,0,17.94
2024-12-26,Thursday,Olive Oil,litres,1.37,1.75,0.61,0.0,2.51,1.5,0.4,0,0,21.35
2024-12-26,Thursday,White Sugar,kg,2.6,3.5,1.38,0.06,4.66,3,0.8,0,0,5.52
2024-12-26,Thursday,Strawberries,kg,7.09,10.5,3.5,0.0,14.09,7,2,0,1,77.0
2024-12-26,Thursday,Banana,kg,10.31,14.0,5.88,0.12,18.31,10,3,0,0,47.04
2024-12-26,Thursday,Acai (frozen),kg,8.56,12.25,3.85,0.17,16.79,8,2.5,0,0,250.25
2024-12-26,Thursday,Granola,kg,3.19,4.2,1.59,0.02,5.78,3,0.8,0,0,28.62
2024-12-26,Thursday,Chia Seeds,kg,0.77,1.05,0.35,0.01,1.46,1,0.2,0,0,10.5
2024-12-26,Thursday,Nutella,kg,3.48,5.25,1.71,0.01,7.01,4,1,0,0,47.88
2024-12-26,Thursday,Maple Syrup,litres,1.5,2.8,1.02,0.02,3.26,2,0.5,0,0,42.84
2024-12-26,Thursday,Hashbrown (frozen),pcs,129.19,192.5,59.27,2.45,259.97,120,40,0,0,88.91
2024-12-26,Thursday,Bacon Strips,pcs,77.83,122.5,49.72,2.24,148.37,80,25,0,0,149.16
2024-12-26,Thursday,Chicken Sausage,pcs,42.73,70.0,21.66,0.96,90.11,50,15,0,0,86.64
2024-12-26,Thursday,Chicken Hotdog,pcs,15.54,14.0,5.32,0.15,24.07,15,5,0,0,26.6
2024-12-26,Thursday,Beef Hotdog,pcs,18.3,28.0,8.52,0.36,37.42,20,6,0,0,51.12
2024-12-26,Thursday,Mushrooms,kg,3.99,5.25,2.2,0.02,7.02,4,1,0,1,39.6
2024-12-26,Thursday,Carrot,pcs,8.44,7.0,2.52,0.05,12.87,8,3,0,0,2.52
2024-12-26,Thursday,Capsicum,kg,5.41,7.0,2.71,0.04,9.66,5,1.5,0,0,27.1
2024-12-26,Thursday,Spinach,kg,2.68,3.5,1.25,0.04,4.89,3,0.8,0,1,15.0
2024-12-26,Thursday,Tortilla Wraps,pcs,56.68,105.0,31.22,1.3,129.16,70,20,0,0,37.46
2024-12-26,Thursday,Pasta (various),kg,8.47,14.0,4.64,0.15,17.68,10,3,0,0,37.12
2024-12-26,Thursday,Sriracha Sauce,litres,0.8,1.4,0.49,0.01,1.7,1,0.3,0,0,12.25
2024-12-26,Thursday,BBQ Sauce,litres,0.99,1.05,0.43,0.01,1.6,1,0.2,0,0,7.74
2024-12-26,Thursday,Chocolate (cooking),kg,1.89,2.8,1.07,0.03,3.59,2,0.5,0,0,34.24
2024-12-26,Thursday,Coconut Flakes,kg,1.01,1.4,0.51,0.03,1.87,1,0.3,0,0,10.2
2024-12-26,Thursday,Peanut Butter,kg,1.52,2.1,0.77,0.0,2.85,1.5,0.4,0,0,13.86
2024-12-26,Thursday,Gloves (box),boxes,2.37,0.53,0.17,0.0,2.73,3,1,0,0,3.74
2024-12-27,Friday,Chicken Breast,kg,20.82,0,19.01,0.08,1.73,25,10,1,0,532.28
2024-12-27,Friday,Beef Patty (Wagyu),pcs,91.29,0,71.3,3.45,16.54,100,30,1,0,1283.4
2024-12-27,Friday,Ribeye Steak,portions,15.39,0,9.91,0.07,5.41,15,5,0,0,545.05
2024-12-27,Friday,Beef Brisket,kg,6.47,0,4.86,0.15,1.46,8,3,1,0,218.7
2024-12-27,Friday,Salmon Fillet,portions,16.03,0,15.04,0.27,0.72,18,6,1,0,526.4
2024-12-27,Friday,Prawn (Sriracha),portions,11.11,0,8.5,0.05,2.56,12,4,1,0,187.0
2024-12-27,Friday,Eggs,pcs,329.13,0,323.07,0.93,5.13,360,100,1,0,258.46
2024-12-27,Friday,Milk,litres,40.47,0,34.4,1.05,5.02,40,12,1,0,206.4
2024-12-27,Friday,Espresso Beans (Lavazza),kg,5.21,0,2.6,0.0,2.61,5,1.5,0,0,247.0
2024-12-27,Friday,Mozzarella Cheese,kg,4.87,0,4.7,0.05,0.12,6,2,1,0,211.5
2024-12-27,Friday,Feta Cheese,kg,1.66,0,1.59,0.01,0.06,2,0.5,1,0,60.42
2024-12-27,Friday,Parmigiano,kg,1.37,0,0.72,0.02,0.63,1.5,0.4,0,0,39.6
2024-12-27,Friday,Avocado,pcs,52.09,0,42.23,1.79,8.07,50,15,1,0,168.92
2024-12-27,Friday,Brioche Buns,pcs,121.09,0,104.48,4.12,12.49,120,40,1,0,261.2
2024-12-27,Friday,Sourdough Bread,loaves,14.11,0,13.01,0.05,1.05,18,5,1,0,156.12
2024-12-27,Friday,Croissant,pcs,33.0,0,25.59,0.35,7.06,35,10,1,0,102.36
2024-12-27,Friday,French Fries (frozen),kg,29.54,0,18.33,0.47,10.74,28,8,0,0,164.97
2024-12-27,Friday,Sweet Corn,kg,4.1,0,2.38,0.1,1.62,4,1,0,0,16.66
2024-12-27,Friday,Green Peas,kg,1.24,0,0.95,0.03,0.26,1.5,0.4,1,0,7.6
2024-12-27,Friday,Lemon Juice,ml,2088.87,0,1591.79,40.78,456.3,2000,500,1,0,31.84
2024-12-27,Friday,Olive Oil,litres,1.51,0,0.79,0.03,0.69,1.5,0.4,0,0,27.65
2024-12-27,Friday,White Sugar,kg,2.84,0,1.92,0.06,0.86,3,0.8,0,0,7.68
2024-12-27,Friday,Strawberries,kg,5.38,0,4.58,0.21,0.59,7,2,1,0,100.76
2024-12-27,Friday,Banana,kg,9.79,0,7.7,0.13,1.96,10,3,1,0,61.6
2024-12-27,Friday,Acai (frozen),kg,6.81,0,5.79,0.24,0.78,8,2.5,1,0,376.35
2024-12-27,Friday,Granola,kg,2.71,0,2.37,0.05,0.29,3,0.8,1,0,42.66
2024-12-27,Friday,Chia Seeds,kg,0.92,0,0.45,0.01,0.46,1,0.2,0,0,13.5
2024-12-27,Friday,Nutella,kg,4.35,0,2.39,0.11,1.85,4,1,0,0,66.92
2024-12-27,Friday,Maple Syrup,litres,2.2,0,1.3,0.04,0.86,2,0.5,0,0,54.6
2024-12-27,Friday,Hashbrown (frozen),pcs,115.52,0,101.93,3.37,10.22,120,40,1,0,152.9
2024-12-27,Friday,Bacon Strips,pcs,86.63,0,56.32,1.7,28.61,80,25,0,0,168.96
2024-12-27,Friday,Chicken Sausage,pcs,47.2,0,38.69,1.77,6.74,50,15,1,0,154.76
2024-12-27,Friday,Chicken Hotdog,pcs,13.27,0,7.76,0.23,5.28,15,5,0,0,38.8
2024-12-27,Friday,Beef Hotdog,pcs,18.78,0,12.28,0.15,6.35,20,6,0,0,73.68
2024-12-27,Friday,Mushrooms,kg,3.24,0,2.57,0.1,0.57,4,1,1,0,46.26
2024-12-27,Friday,Carrot,pcs,8.76,0,3.32,0.08,5.36,8,3,0,0,3.32
2024-12-27,Friday,Capsicum,kg,5.31,0,2.77,0.11,2.43,5,1.5,0,0,27.7
2024-12-27,Friday,Spinach,kg,3.05,0,1.52,0.02,1.51,3,0.8,0,0,18.24
2024-12-27,Friday,Tortilla Wraps,pcs,76.0,0,47.21,1.23,27.56,70,20,0,0,56.65
2024-12-27,Friday,Pasta (various),kg,10.44,0,5.68,0.19,4.57,10,3,0,0,45.44
2024-12-27,Friday,Sriracha Sauce,litres,0.77,0,0.72,0.02,0.03,1,0.3,1,0,18.0
2024-12-27,Friday,BBQ Sauce,litres,0.95,0,0.57,0.01,0.37,1,0.2,0,0,10.26
2024-12-27,Friday,Chocolate (cooking),kg,1.96,0,1.43,0.05,0.48,2,0.5,1,0,45.76
2024-12-27,Friday,Coconut Flakes,kg,0.76,0,0.77,0.03,0,1,0.3,1,0,15.4
2024-12-27,Friday,Peanut Butter,kg,1.61,0,0.97,0.02,0.62,1.5,0.4,0,0,17.46
2024-12-27,Friday,Gloves (box),boxes,2.44,0,0.28,0.01,2.15,3,1,0,0,6.16
2024-12-28,Saturday,Chicken Breast,kg,24.23,0,17.73,0.8,5.7,25,10,1,0,496.44
2024-12-28,Saturday,Beef Patty (Wagyu),pcs,75.77,0,78.52,2.78,0,100,30,1,0,1413.36
2024-12-28,Saturday,Ribeye Steak,portions,12.42,0,10.98,0.21,1.23,15,5,1,0,603.9
2024-12-28,Saturday,Beef Brisket,kg,7.89,0,6.16,0.12,1.61,8,3,1,0,277.2
2024-12-28,Saturday,Salmon Fillet,portions,18.14,0,11.35,0.47,6.32,18,6,0,0,397.25
2024-12-28,Saturday,Prawn (Sriracha),portions,12.88,0,8.59,0.26,4.03,12,4,0,0,188.98
2024-12-28,Saturday,Eggs,pcs,346.35,0,318.21,5.15,22.99,360,100,1,0,254.57
2024-12-28,Saturday,Milk,litres,42.73,0,25.84,0.86,16.03,40,12,0,0,155.04
2024-12-28,Saturday,Espresso Beans (Lavazza),kg,4.17,0,3.23,0.1,0.84,5,1.5,1,0,306.85
2024-12-28,Saturday,Mozzarella Cheese,kg,4.79,0,4.31,0.03,0.45,6,2,1,0,193.95
2024-12-28,Saturday,Feta Cheese,kg,2.11,0,1.24,0.04,0.83,2,0.5,0,0,47.12
2024-12-28,Saturday,Parmigiano,kg,1.32,0,0.78,0.0,0.54,1.5,0.4,0,0,42.9
2024-12-28,Saturday,Avocado,pcs,54.83,0,30.85,0.51,23.47,50,15,0,0,123.4
2024-12-28,Saturday,Brioche Buns,pcs,116.58,0,114.76,4.11,0,120,40,1,0,286.9
2024-12-28,Saturday,Sourdough Bread,loaves,19.25,0,12.41,0.59,6.25,18,5,0,0,148.92
2024-12-28,Saturday,Croissant,pcs,36.33,0,20.91,0.36,15.06,35,10,0,0,83.64
2024-12-28,Saturday,French Fries (frozen),kg,26.35,0,16.81,0.15,9.39,28,8,0,0,151.29
2024-12-28,Saturday,Sweet Corn,kg,3.49,0,2.43,0.07,0.99,4,1,1,0,17.01
2024-12-28,Saturday,Green Peas,kg,1.22,0,0.96,0.02,0.24,1.5,0.4,1,0,7.68
2024-12-28,Saturday,Lemon Juice,ml,1655.73,0,1158.57,49.76,447.4,2000,500,1,0,23.17
2024-12-28,Saturday,Olive Oil,litres,1.23,0,0.87,0.0,0.36,1.5,0.4,1,0,30.45
2024-12-28,Saturday,White Sugar,kg,2.69,0,1.51,0.02,1.16,3,0.8,0,0,6.04
2024-12-28,Saturday,Strawberries,kg,6.97,0,4.86,0.23,1.88,7,2,1,0,106.92
2024-12-28,Saturday,Banana,kg,9.67,0,6.23,0.17,3.27,10,3,0,0,49.84
2024-12-28,Saturday,Acai (frozen),kg,6.88,0,5.25,0.09,1.54,8,2.5,1,0,341.25
2024-12-28,Saturday,Granola,kg,2.65,0,2.25,0.08,0.32,3,0.8,1,0,40.5
2024-12-28,Saturday,Chia Seeds,kg,0.95,0,0.57,0.01,0.37,1,0.2,0,0,17.1
2024-12-28,Saturday,Nutella,kg,4.38,0,2.64,0.07,1.67,4,1,0,0,73.92
2024-12-28,Saturday,Maple Syrup,litres,1.91,0,1.25,0.05,0.61,2,0.5,0,0,52.5
2024-12-28,Saturday,Hashbrown (frozen),pcs,131.81,0,88.73,1.9,41.18,120,40,0,0,133.09
2024-12-28,Saturday,Bacon Strips,pcs,74.01,0,64.36,2.16,7.49,80,25,1,0,193.08
2024-12-28,Saturday,Chicken Sausage,pcs,46.51,0,35.71,0.43,10.37,50,15,1,0,142.84
2024-12-28,Saturday,Chicken Hotdog,pcs,13.89,0,7.01,0.17,6.71,15,5,0,0,35.05
2024-12-28,Saturday,Beef Hotdog,pcs,18.24,0,12.16,0.29,5.79,20,6,1,0,72.96
2024-12-28,Saturday,Mushrooms,kg,4.4,0,2.2,0.03,2.17,4,1,0,0,39.6
2024-12-28,Saturday,Carrot,pcs,7.49,0,3.84,0.02,3.63,8,3,0,0,3.84
2024-12-28,Saturday,Capsicum,kg,5.3,0,3.43,0.06,1.81,5,1.5,0,0,34.3
2024-12-28,Saturday,Spinach,kg,2.91,0,1.57,0.03,1.31,3,0.8,0,0,18.84
2024-12-28,Saturday,Tortilla Wraps,pcs,68.46,0,43.79,1.85,22.82,70,20,0,0,52.55
2024-12-28,Saturday,Pasta (various),kg,10.85,0,6.67,0.33,3.85,10,3,0,0,53.36
2024-12-28,Saturday,Sriracha Sauce,litres,0.91,0,0.67,0.03,0.21,1,0.3,1,0,16.75
2024-12-28,Saturday,BBQ Sauce,litres,0.88,0,0.46,0.01,0.41,1,0.2,0,0,8.28
2024-12-28,Saturday,Chocolate (cooking),kg,1.7,0,1.43,0.03,0.24,2,0.5,1,0,45.76
2024-12-28,Saturday,Coconut Flakes,kg,1.07,0,0.64,0.01,0.42,1,0.3,0,0,12.8
2024-12-28,Saturday,Peanut Butter,kg,1.23,0,1.06,0.01,0.16,1.5,0.4,1,0,19.08
2024-12-28,Saturday,Gloves (box),boxes,3.1,0,0.22,0.01,2.87,3,1,0,0,4.84
2024-12-29,Sunday,Chicken Breast,kg,25.71,0,20.06,0.69,4.96,25,10,1,0,561.68
2024-12-29,Sunday,Beef Patty (Wagyu),pcs,106.19,0,92.27,0.39,13.53,100,30,1,0,1660.86
2024-12-29,Sunday,Ribeye Steak,portions,16.1,0,11.86,0.13,4.11,15,5,1,0,652.3
2024-12-29,Sunday,Beef Brisket,kg,8.48,0,5.66,0.0,2.82,8,3,1,0,254.7
2024-12-29,Sunday,Salmon Fillet,portions,13.56,0,15.0,0.08,0,18,6,1,0,525.0
2024-12-29,Sunday,Prawn (Sriracha),portions,9.79,0,8.64,0.07,1.08,12,4,1,0,190.08
2024-12-29,Sunday,Eggs,pcs,281.3,0,342.53,16.28,0,360,100,1,0,274.02
2024-12-29,Sunday,Milk,litres,33.51,0,31.44,1.0,1.07,40,12,1,0,188.64
2024-12-29,Sunday,Espresso Beans (Lavazza),kg,4.33,0,2.63,0.04,1.66,5,1.5,0,0,249.85
2024-12-29,Sunday,Mozzarella Cheese,kg,4.63,0,3.74,0.12,0.77,6,2,1,0,168.3
2024-12-29,Sunday,Feta Cheese,kg,2.0,0,1.45,0.07,0.48,2,0.5,1,0,55.1
2024-12-29,Sunday,Parmigiano,kg,1.64,0,0.77,0.01,0.86,1.5,0.4,0,0,42.35
2024-12-29,Sunday,Avocado,pcs,53.82,0,38.13,0.03,15.66,50,15,0,0,152.52
2024-12-29,Sunday,Brioche Buns,pcs,126.43,0,111.55,1.72,13.16,120,40,1,0,278.88
2024-12-29,Sunday,Sourdough Bread,loaves,15.61,0,14.78,0.0,0.83,18,5,1,0,177.36
2024-12-29,Sunday,Croissant,pcs,37.63,0,22.79,0.27,14.57,35,10,0,0,91.16
2024-12-29,Sunday,French Fries (frozen),kg,22.39,0,22.67,0.97,0,28,8,1,0,204.03
2024-12-29,Sunday,Sweet Corn,kg,3.77,0,2.5,0.02,1.25,4,1,0,0,17.5
2024-12-29,Sunday,Green Peas,kg,1.17,0,0.88,0.01,0.28,1.5,0.4,1,0,7.04
2024-12-29,Sunday,Lemon Juice,ml,1628.05,0,1207.61,44.52,375.92,2000,500,1,0,24.15
2024-12-29,Sunday,Olive Oil,litres,1.57,0,0.83,0.03,0.71,1.5,0.4,0,0,29.05
2024-12-29,Sunday,White Sugar,kg,3.28,0,1.56,0.04,1.68,3,0.8,0,0,6.24
2024-12-29,Sunday,Strawberries,kg,7.04,0,4.87,0.11,2.06,7,2,0,0,107.14
2024-12-29,Sunday,Banana,kg,10.57,0,6.7,0.19,3.68,10,3,0,0,53.6
2024-12-29,Sunday,Acai (frozen),kg,7.77,0,6.95,0.22,0.6,8,2.5,1,0,451.75
2024-12-29,Sunday,Granola,kg,2.32,0,1.74,0.07,0.51,3,0.8,1,0,31.32
2024-12-29,Sunday,Chia Seeds,kg,0.9,0,0.42,0.01,0.47,1,0.2,0,0,12.6
2024-12-29,Sunday,Nutella,kg,4.36,0,2.87,0.03,1.46,4,1,0,0,80.36
2024-12-29,Sunday,Maple Syrup,litres,1.66,0,1.44,0.07,0.15,2,0.5,1,0,60.48
2024-12-29,Sunday,Hashbrown (frozen),pcs,99.66,0,93.41,0.83,5.42,120,40,1,0,140.12
2024-12-29,Sunday,Bacon Strips,pcs,76.57,0,62.09,1.15,13.33,80,25,1,0,186.27
2024-12-29,Sunday,Chicken Sausage,pcs,53.78,0,34.16,0.51,19.11,50,15,0,0,136.64
2024-12-29,Sunday,Chicken Hotdog,pcs,13.29,0,6.53,0.32,6.44,15,5,0,0,32.65
2024-12-29,Sunday,Beef Hotdog,pcs,20.97,0,12.12,0.42,8.43,20,6,0,0,72.72
2024-12-29,Sunday,Mushrooms,kg,3.61,0,2.96,0.0,0.65,4,1,1,0,53.28
2024-12-29,Sunday,Carrot,pcs,8.31,0,3.58,0.13,4.6,8,3,0,0,3.58
2024-12-29,Sunday,Capsicum,kg,4.35,0,3.26,0.12,0.97,5,1.5,1,0,32.6
2024-12-29,Sunday,Spinach,kg,2.99,0,1.4,0.0,1.59,3,0.8,0,0,16.8
2024-12-29,Sunday,Tortilla Wraps,pcs,60.16,0,50.25,1.91,8.0,70,20,1,0,60.3
2024-12-29,Sunday,Pasta (various),kg,10.04,0,7.88,0.23,1.93,10,3,1,0,63.04
2024-12-29,Sunday,Sriracha Sauce,litres,0.9,0,0.59,0.0,0.31,1,0.3,0,0,14.75
2024-12-29,Sunday,BBQ Sauce,litres,0.97,0,0.58,0.02,0.37,1,0.2,0,0,10.44
2024-12-29,Sunday,Chocolate (cooking),kg,1.75,0,1.34,0.05,0.36,2,0.5,1,0,42.88
2024-12-29,Sunday,Coconut Flakes,kg,1.0,0,0.79,0.02,0.19,1,0.3,1,0,15.8
2024-12-29,Sunday,Peanut Butter,kg,1.35,0,0.96,0.01,0.38,1.5,0.4,1,0,17.28
2024-12-29,Sunday,Gloves (box),boxes,3.08,0,0.22,0.01,2.85,3,1,0,0,4.84
2024-12-30,Monday,Chicken Breast,kg,25.56,39.2,12.37,0.48,51.91,25,10,0,0,346.36
2024-12-30,Monday,Beef Patty (Wagyu),pcs,88.16,164.5,52.62,0.59,199.45,100,30,0,0,947.16
2024-12-30,Monday,Ribeye Steak,portions,11.9,24.5,8.88,0.31,27.21,15,5,0,0,488.4
2024-12-30,Monday,Beef Brisket,kg,8.08,12.25,4.95,0.14,15.24,8,3,0,0,222.75
2024-12-30,Monday,Salmon Fillet,portions,19.39,28.0,8.48,0.32,38.59,18,6,0,0,296.8
2024-12-30,Monday,Prawn (Sriracha),portions,11.08,17.5,5.19,0.19,23.2,12,4,0,0,114.18
2024-12-30,Monday,Eggs,pcs,294.94,630.0,206.15,4.36,714.43,360,100,0,0,164.92
2024-12-30,Monday,Milk,litres,38.09,63.0,25.86,0.24,74.99,40,12,0,0,155.16
2024-12-30,Monday,Espresso Beans (Lavazza),kg,3.97,6.3,1.88,0.04,8.35,5,1.5,0,0,178.6
2024-12-30,Monday,Mozzarella Cheese,kg,5.91,8.75,3.08,0.05,11.53,6,2,0,0,138.6
2024-12-30,Monday,Feta Cheese,kg,1.85,2.8,0.97,0.02,3.66,2,0.5,0,0,36.86
2024-12-30,Monday,Parmigiano,kg,1.41,1.75,0.73,0.03,2.4,1.5,0.4,0,0,40.15
2024-12-30,Monday,Avocado,pcs,45.11,77.0,23.62,0.4,98.09,50,15,0,1,94.48
2024-12-30,Monday,Brioche Buns,pcs,102.42,210.0,72.75,3.54,236.13,120,40,0,0,181.88
2024-12-30,Monday,Sourdough Bread,loaves,17.19,28.0,8.28,0.09,36.82,18,5,0,0,99.36
2024-12-30,Monday,Croissant,pcs,34.7,52.5,20.3,0.37,66.53,35,10,0,1,81.2
2024-12-30,Monday,French Fries (frozen),kg,30.73,42.0,17.37,0.62,54.74,28,8,0,0,156.33
2024-12-30,Monday,Sweet Corn,kg,3.09,5.6,2.13,0.0,6.56,4,1,0,0,14.91
2024-12-30,Monday,Green Peas,kg,1.35,1.75,0.55,0.02,2.53,1.5,0.4,0,0,4.4
2024-12-30,Monday,Lemon Juice,ml,1595.84,2800.0,1120.55,2.68,3272.61,2000,500,0,0,22.41
2024-12-30,Monday,Olive Oil,litres,1.35,1.75,0.64,0.02,2.44,1.5,0.4,0,0,22.4
2024-12-30,Monday,White Sugar,kg,3.04,3.5,1.31,0.05,5.18,3,0.8,0,0,5.24
2024-12-30,Monday,Strawberries,kg,6.11,10.5,3.99,0.08,12.54,7,2,0,1,87.78
2024-12-30,Monday,Banana,kg,10.87,14.0,5.63,0.27,18.97,10,3,0,0,45.04
2024-12-30,Monday,Acai (frozen),kg,8.68,12.25,5.14,0.19,15.6,8,2.5,0,0,334.1
2024-12-30,Monday,Granola,kg,3.06,4.2,1.42,0.0,5.84,3,0.8,0,0,25.56
2024-12-30,Monday,Chia Seeds,kg,0.86,1.05,0.37,0.01,1.53,1,0.2,0,0,11.1
2024-12-30,Monday,Nutella,kg,3.45,5.25,1.84,0.06,6.8,4,1,0,0,51.52
2024-12-30,Monday,Maple Syrup,litres,1.84,2.8,0.82,0.02,3.8,2,0.5,0,0,34.44
2024-12-30,Monday,Hashbrown (frozen),pcs,127.69,192.5,77.77,2.29,240.13,120,40,0,0,116.66
2024-12-30,Monday,Bacon Strips,pcs,86.84,122.5,36.7,1.46,171.18,80,25,0,0,110.1
