date,time_slot,item,base_price_aed,discounted_price_aed,discount_pct,morning_stock,units_sold_at_discount,remaining_stock,revenue_from_discount_aed,waste_units_avoided,discount_triggered
2024-12-07,20:00,Assorted Cakes,15,9.0,40,19,1,0,9.0,1,1
2024-12-07,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,19,2,0,44.8,2,1
2024-12-08,18:00,Croissant - Plain Butter,10,8.0,20,18,3,4,24.0,3,1
2024-12-08,19:00,Croissant - Plain Butter,10,7.0,30,18,3,1,21.0,3,1
2024-12-08,20:00,Croissant - Plain Butter,10,6.0,40,18,1,0,6.0,1,1
2024-12-08,18:00,Assorted Cakes,15,12.0,20,13,3,2,36.0,3,1
2024-12-08,19:00,Assorted Cakes,15,10.5,30,13,1,1,10.5,1,1
2024-12-08,20:00,Assorted Cakes,15,9.0,40,13,0,1,0.0,0,0
2024-12-08,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,18,0,9,0.0,0,0
2024-12-08,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,18,0,9,0.0,0,0
2024-12-08,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,18,4,5,67.2,4,1
2024-12-09,18:00,Croissant - Plain Butter,10,8.0,20,16,2,9,16.0,2,1
2024-12-09,19:00,Croissant - Plain Butter,10,7.0,30,16,2,7,14.0,2,1
2024-12-09,20:00,Croissant - Plain Butter,10,6.0,40,16,0,7,0.0,0,0
2024-12-09,18:00,Assorted Cakes,15,12.0,20,13,1,7,12.0,1,1
2024-12-09,19:00,Assorted Cakes,15,10.5,30,13,2,5,21.0,2,1
2024-12-09,20:00,Assorted Cakes,15,9.0,40,13,0,5,0.0,0,0
2024-12-09,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,15,3,3,67.2,3,1
2024-12-09,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,15,3,0,58.8,3,1
2024-12-10,18:00,Croissant - Plain Butter,10,8.0,20,19,4,5,32.0,4,1
2024-12-10,19:00,Croissant - Plain Butter,10,7.0,30,19,1,4,7.0,1,1
2024-12-10,20:00,Croissant - Plain Butter,10,6.0,40,19,4,0,24.0,4,1
2024-12-10,18:00,Assorted Cakes,15,12.0,20,19,3,3,36.0,3,1
2024-12-10,19:00,Assorted Cakes,15,10.5,30,19,1,2,10.5,1,1
2024-12-10,20:00,Assorted Cakes,15,9.0,40,19,1,1,9.0,1,1
2024-12-10,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,14,1,7,22.4,1,1
2024-12-10,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,14,2,5,39.2,2,1
2024-12-10,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,14,4,1,67.2,4,1
2024-12-11,18:00,Croissant - Plain Butter,10,8.0,20,16,1,1,8.0,1,1
2024-12-11,19:00,Croissant - Plain Butter,10,7.0,30,16,1,0,7.0,1,1
2024-12-11,18:00,Assorted Cakes,15,12.0,20,12,1,3,12.0,1,1
2024-12-11,19:00,Assorted Cakes,15,10.5,30,12,2,1,21.0,2,1
2024-12-11,20:00,Assorted Cakes,15,9.0,40,12,0,1,0.0,0,0
2024-12-11,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,21,0,10,0.0,0,0
2024-12-11,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,21,3,7,58.8,3,1
2024-12-11,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,21,5,2,84.0,5,1
2024-12-12,18:00,Croissant - Plain Butter,10,8.0,20,12,1,4,8.0,1,1
2024-12-12,19:00,Croissant - Plain Butter,10,7.0,30,12,2,2,14.0,2,1
2024-12-12,20:00,Croissant - Plain Butter,10,6.0,40,12,0,2,0.0,0,0
2024-12-12,18:00,Assorted Cakes,15,12.0,20,12,2,5,24.0,2,1
2024-12-12,19:00,Assorted Cakes,15,10.5,30,12,3,2,31.5,3,1
2024-12-12,20:00,Assorted Cakes,15,9.0,40,12,0,2,0.0,0,0
2024-12-12,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,16,5,2,112.0,5,1
2024-12-12,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,16,0,2,0.0,0,0
2024-12-12,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,16,2,0,33.6,2,1
2024-12-13,18:00,Croissant - Plain Butter,10,8.0,20,21,1,8,8.0,1,1
2024-12-13,19:00,Croissant - Plain Butter,10,7.0,30,21,1,7,7.0,1,1
2024-12-13,20:00,Croissant - Plain Butter,10,6.0,40,21,2,5,12.0,2,1
2024-12-13,18:00,Assorted Cakes,15,12.0,20,13,4,3,48.0,4,1
2024-12-13,19:00,Assorted Cakes,15,10.5,30,13,1,2,10.5,1,1
2024-12-13,20:00,Assorted Cakes,15,9.0,40,13,0,2,0.0,0,0
2024-12-13,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,15,3,0,67.2,3,1
2024-12-14,18:00,Croissant - Plain Butter,10,8.0,20,17,4,8,32.0,4,1
2024-12-14,19:00,Croissant - Plain Butter,10,7.0,30,17,1,7,7.0,1,1
2024-12-14,20:00,Croissant - Plain Butter,10,6.0,40,17,5,2,30.0,5,1
2024-12-14,18:00,Assorted Cakes,15,12.0,20,21,0,12,0.0,0,0
2024-12-14,19:00,Assorted Cakes,15,10.5,30,21,1,11,10.5,1,1
2024-12-14,20:00,Assorted Cakes,15,9.0,40,21,5,6,45.0,5,1
2024-12-14,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,16,1,1,22.4,1,1
2024-12-14,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,16,0,1,0.0,0,0
2024-12-14,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,16,1,0,16.8,1,1
2024-12-15,18:00,Croissant - Plain Butter,10,8.0,20,14,0,8,0.0,0,0
2024-12-15,19:00,Croissant - Plain Butter,10,7.0,30,14,5,3,35.0,5,1
2024-12-15,20:00,Croissant - Plain Butter,10,6.0,40,14,2,1,12.0,2,1
2024-12-15,18:00,Assorted Cakes,15,12.0,20,21,3,9,36.0,3,1
2024-12-15,19:00,Assorted Cakes,15,10.5,30,21,3,6,31.5,3,1
2024-12-15,20:00,Assorted Cakes,15,9.0,40,21,3,3,27.0,3,1
2024-12-15,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,16,0,2,0.0,0,0
2024-12-15,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,16,0,2,0.0,0,0
2024-12-15,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,16,2,0,33.6,2,1
2024-12-16,18:00,Croissant - Plain Butter,10,8.0,20,20,1,11,8.0,1,1
2024-12-16,19:00,Croissant - Plain Butter,10,7.0,30,20,0,11,0.0,0,0
2024-12-16,20:00,Croissant - Plain Butter,10,6.0,40,20,0,11,0.0,0,0
2024-12-16,18:00,Assorted Cakes,15,12.0,20,21,5,11,60.0,5,1
2024-12-16,19:00,Assorted Cakes,15,10.5,30,21,0,11,0.0,0,0
2024-12-16,20:00,Assorted Cakes,15,9.0,40,21,2,9,18.0,2,1
2024-12-16,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,18,0,12,0.0,0,0
2024-12-16,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,18,1,11,19.6,1,1
2024-12-16,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,18,5,6,84.0,5,1
2024-12-17,18:00,Croissant - Plain Butter,10,8.0,20,16,1,1,8.0,1,1
2024-12-17,19:00,Croissant - Plain Butter,10,7.0,30,16,0,1,0.0,0,0
2024-12-17,20:00,Croissant - Plain Butter,10,6.0,40,16,0,1,0.0,0,0
2024-12-17,18:00,Assorted Cakes,15,12.0,20,14,1,5,12.0,1,1
2024-12-17,19:00,Assorted Cakes,15,10.5,30,14,5,0,52.5,5,1
2024-12-17,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,14,4,5,89.6,4,1
2024-12-17,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,14,3,2,58.8,3,1
2024-12-17,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,14,0,2,0.0,0,0
2024-12-18,18:00,Croissant - Plain Butter,10,8.0,20,19,1,5,8.0,1,1
2024-12-18,19:00,Croissant - Plain Butter,10,7.0,30,19,0,5,0.0,0,0
2024-12-18,20:00,Croissant - Plain Butter,10,6.0,40,19,0,5,0.0,0,0
2024-12-18,18:00,Assorted Cakes,15,12.0,20,19,1,4,12.0,1,1
2024-12-18,19:00,Assorted Cakes,15,10.5,30,19,4,0,42.0,4,1
2024-12-18,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,13,0,9,0.0,0,0
2024-12-18,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,13,3,6,58.8,3,1
2024-12-18,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,13,3,3,50.4,3,1
2024-12-19,18:00,Croissant - Plain Butter,10,8.0,20,15,0,7,0.0,0,0
2024-12-19,19:00,Croissant - Plain Butter,10,7.0,30,15,2,5,14.0,2,1
2024-12-19,20:00,Croissant - Plain Butter,10,6.0,40,15,3,2,18.0,3,1
2024-12-19,18:00,Assorted Cakes,15,12.0,20,13,5,2,60.0,5,1
2024-12-19,19:00,Assorted Cakes,15,10.5,30,13,1,1,10.5,1,1
2024-12-19,20:00,Assorted Cakes,15,9.0,40,13,1,0,9.0,1,1
2024-12-19,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,14,2,7,44.8,2,1
2024-12-19,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,14,3,4,58.8,3,1
2024-12-19,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,14,1,3,16.8,1,1
2024-12-20,18:00,Croissant - Plain Butter,10,8.0,20,18,5,8,40.0,5,1
2024-12-20,19:00,Croissant - Plain Butter,10,7.0,30,18,2,6,14.0,2,1
2024-12-20,20:00,Croissant - Plain Butter,10,6.0,40,18,5,1,30.0,5,1
2024-12-20,18:00,Assorted Cakes,15,12.0,20,18,4,4,48.0,4,1
2024-12-20,19:00,Assorted Cakes,15,10.5,30,18,3,1,31.5,3,1
2024-12-20,20:00,Assorted Cakes,15,9.0,40,18,1,0,9.0,1,1
2024-12-20,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,17,2,0,44.8,2,1
2024-12-21,18:00,Croissant - Plain Butter,10,8.0,20,14,3,3,24.0,3,1
2024-12-21,19:00,Croissant - Plain Butter,10,7.0,30,14,1,2,7.0,1,1
2024-12-21,20:00,Croissant - Plain Butter,10,6.0,40,14,0,2,0.0,0,0
2024-12-21,18:00,Assorted Cakes,15,12.0,20,13,3,6,36.0,3,1
2024-12-21,19:00,Assorted Cakes,15,10.5,30,13,0,6,0.0,0,0
2024-12-21,20:00,Assorted Cakes,15,9.0,40,13,5,1,45.0,5,1
2024-12-21,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,17,2,2,44.8,2,1
2024-12-21,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,17,0,2,0.0,0,0
2024-12-21,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,17,1,1,16.8,1,1
2024-12-22,18:00,Croissant - Plain Butter,10,8.0,20,21,2,11,16.0,2,1
2024-12-22,19:00,Croissant - Plain Butter,10,7.0,30,21,4,7,28.0,4,1
2024-12-22,20:00,Croissant - Plain Butter,10,6.0,40,21,4,3,24.0,4,1
2024-12-22,18:00,Assorted Cakes,15,12.0,20,20,1,1,12.0,1,1
2024-12-22,19:00,Assorted Cakes,15,10.5,30,20,1,0,10.5,1,1
2024-12-22,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,14,0,5,0.0,0,0
2024-12-22,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,14,0,5,0.0,0,0
2024-12-22,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,14,0,5,0.0,0,0
2024-12-23,18:00,Croissant - Plain Butter,10,8.0,20,18,1,5,8.0,1,1
2024-12-23,19:00,Croissant - Plain Butter,10,7.0,30,18,1,4,7.0,1,1
2024-12-23,20:00,Croissant - Plain Butter,10,6.0,40,18,0,4,0.0,0,0
2024-12-23,18:00,Assorted Cakes,15,12.0,20,20,1,3,12.0,1,1
2024-12-23,19:00,Assorted Cakes,15,10.5,30,20,1,2,10.5,1,1
2024-12-23,20:00,Assorted Cakes,15,9.0,40,20,1,1,9.0,1,1
2024-12-23,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,15,4,2,89.6,4,1
2024-12-23,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,15,1,1,19.6,1,1
2024-12-23,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,15,1,0,16.8,1,1
2024-12-24,18:00,Croissant - Plain Butter,10,8.0,20,16,1,2,8.0,1,1
2024-12-24,19:00,Croissant - Plain Butter,10,7.0,30,16,2,0,14.0,2,1
2024-12-24,18:00,Assorted Cakes,15,12.0,20,18,1,1,12.0,1,1
2024-12-24,19:00,Assorted Cakes,15,10.5,30,18,1,0,10.5,1,1
2024-12-24,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,15,5,0,112.0,5,1
2024-12-25,18:00,Croissant - Plain Butter,10,8.0,20,14,5,0,40.0,5,1
2024-12-25,18:00,Assorted Cakes,15,12.0,20,12,2,6,24.0,2,1
2024-12-25,19:00,Assorted Cakes,15,10.5,30,12,3,3,31.5,3,1
2024-12-25,20:00,Assorted Cakes,15,9.0,40,12,2,1,18.0,2,1
2024-12-25,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,17,1,2,22.4,1,1
2024-12-25,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,17,2,0,39.2,2,1
2024-12-26,18:00,Croissant - Plain Butter,10,8.0,20,19,0,3,0.0,0,0
2024-12-26,19:00,Croissant - Plain Butter,10,7.0,30,19,2,1,14.0,2,1
2024-12-26,20:00,Croissant - Plain Butter,10,6.0,40,19,0,1,0.0,0,0
2024-12-26,18:00,Assorted Cakes,15,12.0,20,20,0,15,0.0,0,0
2024-12-26,19:00,Assorted Cakes,15,10.5,30,20,5,10,52.5,5,1
2024-12-26,20:00,Assorted Cakes,15,9.0,40,20,3,7,27.0,3,1
2024-12-26,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,21,3,10,67.2,3,1
2024-12-26,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,21,0,10,0.0,0,0
2024-12-26,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,21,0,10,0.0,0,0
2024-12-27,18:00,Croissant - Plain Butter,10,8.0,20,13,3,1,24.0,3,1
2024-12-27,19:00,Croissant - Plain Butter,10,7.0,30,13,0,1,0.0,0,0
2024-12-27,20:00,Croissant - Plain Butter,10,6.0,40,13,1,0,6.0,1,1
2024-12-27,18:00,Assorted Cakes,15,12.0,20,22,2,16,24.0,2,1
2024-12-27,19:00,Assorted Cakes,15,10.5,30,22,4,12,42.0,4,1
2024-12-27,20:00,Assorted Cakes,15,9.0,40,22,0,12,0.0,0,0
2024-12-27,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,14,0,8,0.0,0,0
2024-12-27,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,14,0,8,0.0,0,0
2024-12-27,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,14,4,4,67.2,4,1
2024-12-28,18:00,Croissant - Plain Butter,10,8.0,20,15,3,5,24.0,3,1
2024-12-28,19:00,Croissant - Plain Butter,10,7.0,30,15,5,0,35.0,5,1
2024-12-28,18:00,Assorted Cakes,15,12.0,20,22,2,6,24.0,2,1
2024-12-28,19:00,Assorted Cakes,15,10.5,30,22,4,2,42.0,4,1
2024-12-28,20:00,Assorted Cakes,15,9.0,40,22,1,1,9.0,1,1
2024-12-28,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,14,3,0,67.2,3,1
2024-12-29,18:00,Croissant - Plain Butter,10,8.0,20,19,1,2,8.0,1,1
2024-12-29,19:00,Croissant - Plain Butter,10,7.0,30,19,1,1,7.0,1,1
2024-12-29,20:00,Croissant - Plain Butter,10,6.0,40,19,0,1,0.0,0,0
2024-12-29,18:00,Assorted Cakes,15,12.0,20,12,3,5,36.0,3,1
2024-12-29,19:00,Assorted Cakes,15,10.5,30,12,2,3,21.0,2,1
2024-12-29,20:00,Assorted Cakes,15,9.0,40,12,3,0,27.0,3,1
2024-12-29,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,21,5,3,112.0,5,1
2024-12-29,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,21,2,1,39.2,2,1
2024-12-29,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,21,0,1,0.0,0,0
2024-12-30,18:00,Croissant - Plain Butter,10,8.0,20,18,2,0,16.0,2,1
2024-12-30,18:00,Assorted Cakes,15,12.0,20,15,1,4,12.0,1,1
2024-12-30,19:00,Assorted Cakes,15,10.5,30,15,4,0,42.0,4,1
2024-12-30,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,14,5,2,112.0,5,1
2024-12-30,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,14,2,0,39.2,2,1
2024-12-31,18:00,Croissant - Plain Butter,10,8.0,20,22,0,11,0.0,0,0
2024-12-31,19:00,Croissant - Plain Butter,10,7.0,30,22,1,10,7.0,1,1
2024-12-31,20:00,Croissant - Plain Butter,10,6.0,40,22,0,10,0.0,0,0
2024-12-31,18:00,Assorted Cakes,15,12.0,20,17,5,4,60.0,5,1
2024-12-31,19:00,Assorted Cakes,15,10.5,30,17,4,0,42.0,4,1
2024-12-31,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,19,1,5,22.4,1,1
2024-12-31,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,19,0,5,0.0,0,0
2024-12-31,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,19,5,0,84.0,5,1
2025-01-01,18:00,Croissant - Plain Butter,10,8.0,20,16,2,9,16.0,2,1
2025-01-01,19:00,Croissant - Plain Butter,10,7.0,30,16,3,6,21.0,3,1
2025-01-01,20:00,Croissant - Plain Butter,10,6.0,40,16,1,5,6.0,1,1
2025-01-01,18:00,Assorted Cakes,15,12.0,20,18,2,12,24.0,2,1
2025-01-01,19:00,Assorted Cakes,15,10.5,30,18,5,7,52.5,5,1
2025-01-01,20:00,Assorted Cakes,15,9.0,40,18,2,5,18.0,2,1
2025-01-01,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,18,4,0,89.6,4,1
2025-01-02,18:00,Croissant - Plain Butter,10,8.0,20,14,0,4,0.0,0,0
2025-01-02,19:00,Croissant - Plain Butter,10,7.0,30,14,4,0,28.0,4,1
2025-01-02,18:00,Assorted Cakes,15,12.0,20,16,3,0,36.0,3,1
2025-01-02,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,13,2,5,44.8,2,1
2025-01-02,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,13,2,3,39.2,2,1
2025-01-02,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,13,1,2,16.8,1,1
2025-01-03,18:00,Croissant - Plain Butter,10,8.0,20,12,0,2,0.0,0,0
2025-01-03,19:00,Croissant - Plain Butter,10,7.0,30,12,2,0,14.0,2,1
2025-01-03,18:00,Assorted Cakes,15,12.0,20,19,2,12,24.0,2,1
2025-01-03,19:00,Assorted Cakes,15,10.5,30,19,4,8,42.0,4,1
2025-01-03,20:00,Assorted Cakes,15,9.0,40,19,0,8,0.0,0,0
2025-01-03,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,20,5,7,112.0,5,1
2025-01-03,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,20,0,7,0.0,0,0
2025-01-03,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,20,2,5,33.6,2,1
2025-01-04,18:00,Croissant - Plain Butter,10,8.0,20,21,1,1,8.0,1,1
2025-01-04,19:00,Croissant - Plain Butter,10,7.0,30,21,1,0,7.0,1,1
2025-01-04,18:00,Assorted Cakes,15,12.0,20,14,1,3,12.0,1,1
2025-01-04,19:00,Assorted Cakes,15,10.5,30,14,2,1,21.0,2,1
2025-01-04,20:00,Assorted Cakes,15,9.0,40,14,1,0,9.0,1,1
2025-01-04,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,18,2,1,44.8,2,1
2025-01-04,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,18,1,0,19.6,1,1
2025-01-05,18:00,Croissant - Plain Butter,10,8.0,20,18,3,1,24.0,3,1
2025-01-05,19:00,Croissant - Plain Butter,10,7.0,30,18,1,0,7.0,1,1
2025-01-05,18:00,Assorted Cakes,15,12.0,20,12,5,0,60.0,5,1
2025-01-05,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,14,0,6,0.0,0,0
2025-01-05,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,14,0,6,0.0,0,0
2025-01-05,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,14,1,5,16.8,1,1
2025-01-06,18:00,Croissant - Plain Butter,10,8.0,20,16,1,7,8.0,1,1
2025-01-06,19:00,Croissant - Plain Butter,10,7.0,30,16,3,4,21.0,3,1
2025-01-06,20:00,Croissant - Plain Butter,10,6.0,40,16,3,1,18.0,3,1
2025-01-06,18:00,Assorted Cakes,15,12.0,20,22,4,9,48.0,4,1
2025-01-06,19:00,Assorted Cakes,15,10.5,30,22,2,7,21.0,2,1
2025-01-06,20:00,Assorted Cakes,15,9.0,40,22,0,7,0.0,0,0
2025-01-06,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,22,3,7,67.2,3,1
2025-01-06,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,22,1,6,19.6,1,1
2025-01-06,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,22,4,2,67.2,4,1
2025-01-07,18:00,Croissant - Plain Butter,10,8.0,20,14,2,0,16.0,2,1
2025-01-07,18:00,Assorted Cakes,15,12.0,20,13,0,9,0.0,0,0
2025-01-07,19:00,Assorted Cakes,15,10.5,30,13,5,4,52.5,5,1
2025-01-07,20:00,Assorted Cakes,15,9.0,40,13,3,1,27.0,3,1
2025-01-07,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,12,0,4,0.0,0,0
2025-01-07,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,12,3,1,58.8,3,1
2025-01-07,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,12,0,1,0.0,0,0
2025-01-08,18:00,Croissant - Plain Butter,10,8.0,20,22,0,5,0.0,0,0
2025-01-08,19:00,Croissant - Plain Butter,10,7.0,30,22,2,3,14.0,2,1
2025-01-08,20:00,Croissant - Plain Butter,10,6.0,40,22,1,2,6.0,1,1
2025-01-08,18:00,Assorted Cakes,15,12.0,20,13,3,3,36.0,3,1
2025-01-08,19:00,Assorted Cakes,15,10.5,30,13,0,3,0.0,0,0
2025-01-08,20:00,Assorted Cakes,15,9.0,40,13,1,2,9.0,1,1
2025-01-08,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,17,2,7,44.8,2,1
2025-01-08,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,17,0,7,0.0,0,0
2025-01-08,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,17,1,6,16.8,1,1
2025-01-09,18:00,Croissant - Plain Butter,10,8.0,20,16,0,4,0.0,0,0
2025-01-09,19:00,Croissant - Plain Butter,10,7.0,30,16,4,0,28.0,4,1
2025-01-09,18:00,Assorted Cakes,15,12.0,20,22,4,6,48.0,4,1
2025-01-09,19:00,Assorted Cakes,15,10.5,30,22,1,5,10.5,1,1
2025-01-09,20:00,Assorted Cakes,15,9.0,40,22,0,5,0.0,0,0
2025-01-09,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,13,2,2,44.8,2,1
2025-01-09,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,13,2,0,39.2,2,1
2025-01-10,18:00,Croissant - Plain Butter,10,8.0,20,12,1,6,8.0,1,1
2025-01-10,19:00,Croissant - Plain Butter,10,7.0,30,12,0,6,0.0,0,0
2025-01-10,20:00,Croissant - Plain Butter,10,6.0,40,12,0,6,0.0,0,0
2025-01-10,18:00,Assorted Cakes,15,12.0,20,12,2,0,24.0,2,1
2025-01-10,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,17,5,7,112.0,5,1
2025-01-10,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,17,3,4,58.8,3,1
2025-01-10,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,17,3,1,50.4,3,1
2025-01-11,18:00,Croissant - Plain Butter,10,8.0,20,13,4,5,32.0,4,1
2025-01-11,19:00,Croissant - Plain Butter,10,7.0,30,13,0,5,0.0,0,0
2025-01-11,20:00,Croissant - Plain Butter,10,6.0,40,13,5,0,30.0,5,1
2025-01-11,18:00,Assorted Cakes,15,12.0,20,14,4,6,48.0,4,1
2025-01-11,19:00,Assorted Cakes,15,10.5,30,14,2,4,21.0,2,1
2025-01-11,20:00,Assorted Cakes,15,9.0,40,14,0,4,0.0,0,0
2025-01-11,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,20,1,1,22.4,1,1
2025-01-11,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,20,0,1,0.0,0,0
2025-01-11,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,20,0,1,0.0,0,0
2025-01-12,18:00,Croissant - Plain Butter,10,8.0,20,13,1,5,8.0,1,1
2025-01-12,19:00,Croissant - Plain Butter,10,7.0,30,13,5,0,35.0,5,1
2025-01-12,18:00,Assorted Cakes,15,12.0,20,13,1,5,12.0,1,1
2025-01-12,19:00,Assorted Cakes,15,10.5,30,13,4,1,42.0,4,1
2025-01-12,20:00,Assorted Cakes,15,9.0,40,13,0,1,0.0,0,0
2025-01-12,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,22,5,13,112.0,5,1
2025-01-12,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,22,2,11,39.2,2,1
2025-01-12,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,22,4,7,67.2,4,1
2025-01-13,18:00,Croissant - Plain Butter,10,8.0,20,19,0,7,0.0,0,0
2025-01-13,19:00,Croissant - Plain Butter,10,7.0,30,19,3,4,21.0,3,1
2025-01-13,20:00,Croissant - Plain Butter,10,6.0,40,19,0,4,0.0,0,0
2025-01-13,18:00,Assorted Cakes,15,12.0,20,13,0,5,0.0,0,0
2025-01-13,19:00,Assorted Cakes,15,10.5,30,13,4,1,42.0,4,1
2025-01-13,20:00,Assorted Cakes,15,9.0,40,13,0,1,0.0,0,0
2025-01-13,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,13,1,6,22.4,1,1
2025-01-13,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,13,1,5,19.6,1,1
2025-01-13,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,13,1,4,16.8,1,1
2025-01-14,18:00,Croissant - Plain Butter,10,8.0,20,22,1,15,8.0,1,1
2025-01-14,19:00,Croissant - Plain Butter,10,7.0,30,22,5,10,35.0,5,1
2025-01-14,20:00,Croissant - Plain Butter,10,6.0,40,22,0,10,0.0,0,0
2025-01-14,18:00,Assorted Cakes,15,12.0,20,17,2,11,24.0,2,1
2025-01-14,19:00,Assorted Cakes,15,10.5,30,17,1,10,10.5,1,1
2025-01-14,20:00,Assorted Cakes,15,9.0,40,17,2,8,18.0,2,1
2025-01-14,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,21,0,17,0.0,0,0
